,Name,Active,Summary
405,Tsutomu Miyazaki,   Active for 2 years   (1988-1989) in Japan," Tsutomu Miyazaki a Japanese serial killer cannibal and necrophile known as The Otaku Murderer and The Little Girl Murderer. Miyazaki murdered four girls aged between four and seven. He mutilated and sexually molested the corpse of at least one of his victims. He drank the blood of at least one victim and ate her hands. A premature birth left him with deformed hands, which were permanently fused directly to the wrists. Miyazaki blamed his actions on Rat Man, an alter ego who he claimed forced him to kill. Miyazaki drew pictures of Rat Man during his trial. Miyazaki's father committed suicide after hearing of his son's actions. After twenty years of legal hearings, Minister of Justice Kunio Hatoyama signed his death warrant, Tsutomu Miyazaki was executed by hanging in 2008. "
406,Stanislaw Modzelewski,   Active for 16 years   (1952-1967) in Poland," Stanislaw Modzelewski a Polish serial killer known as The vampire of Galkowek. Modzelewski confessed to strangling eight women. He murdered eight and attempted the murder of six other women between 1952 and 1967. Modzelewski's victims were women aged between 18 and 87, he killed victims by strangling with a scarf or with his bare hands. At least one victim had razor blade like cuts on her buttocks. He was only convicted of seven murders because one victims body was never found. Modzelewski took valuable and other useless items from his victims. Stanislaw Modzelewski was sentenced to death by hanging, which was carried out on November 13th 1969, in Warsaw, Poland. "
407,Jack Mogale,   Active for 2 years   (2008-2009) in South Africa," Jack Mogale a South African serial killer known as the West-End serial killer. Mogale killed sixteen victims between 2008 and 2009. Mogale raped and strangled females in the Donnybrook area of KwaZulu-Natal. He claimed to be a preacher and prophet of the Zion Christian Church, an African initiated church operating across Southern Africa. Mogale was found guilty of nine kidnappings, nineteen rapes, sixteen murders, an attempted murder, three robberies with aggravating circumstances, a fraud or theft, an assault with intent to cause grievous bodily harm, a sexual assault and an escape from lawful custody. "
408,Peter Moore,   Active for 1 year   (1995) in United Kingdom, Peter Moore (Peter Howard Moore) a British serial killer known as the The Man In Black. Moore stabbed and mutilated four men in 1995. Moore managed several cinemas in North Wales at the time of his arrest. He also committed thirty-nine sex attacks on men prior to his arrest. Moore was sentence to life imprisonment in 1996. Peter Moore became friends with fellow serial killer Harold Shipman while they were both serving time at Wakefield Prison. 
409,Stephen Morin,   Active for 1 year   (1981) in United States," Stephen Morin (Stephen Peter Morin) an American serial killer. Morin killed three women victims. In 1985, Stephen Morin was executed by lethal injection in Texas. Morin was also suspected in over thirty unsolved crimes. "
410,Cory Deonn Morris,   Active for 2 years   (2002-2003) in United States," Cory Deonn Morris an American serial killer known as Huggy Bear, Teddy Bear and the Crackhead Killer. Morris was convicted of luring five women to a camper, strangling them during sex and dumping their bodies. Morris is reported to have kept the victims body for some time, committing act of necrophilia on the lifeless bodies. All five women were killed in a camper behind a house owned by Morris' aunt, and their bodies were dumped in nearby alleys or on sidewalks. Cory Deonn Morris was sentenced to death in 2005. "
411,Frederick Mors,   Active for 2 years   (1914-1915) in United States," Frederick Mors (born Carl Menarik) an Austrian serial killer who killed eight elderly patients by poison, while employed at the German Odd Fellows' Home in Unionport, New York. Mors was found to be criminally insane, and was committed him to the Hudson River State Hospital. Mors escaped from the institution in May 1916, never re-arrested. "
412,Vaclav Mrazek,   Active for 6 years   (1951-1956) in Czech Republic," Vaclav Mrazek (Václav Mrázek) a Czech serial killer who killed six women and one man in Chomutov. He would rape rob, beat, shoot and murder his victims. He had an extensive criminal history prior to his killing spree. In 1951, Mrazekis is thought to have committed his first murder, the murder of a 15-year-old girl. He was convicted and sentenced to death in 1957. In 1957, Vaclav Mrazek was executed at the Prague Pankrác Remand Prison in Prague, Czech Republic. "
413,Elifasi Msomi,   Active for 7 years   (1950-1956) in South Africa," Elifasi Msomi a South African serial killer who killed his victims with an axe or a knife in the 1950s; Msomi was sentenced to death by hanging at Pretoria Central Prison, which was carried on in 1956. "
414,Vladimir Mukhankin,   Active for 1 year   (1995) in Russia," Vladimir Mukhankin (Vladimir Anatolyevich Mukhankin) a convicted Russian serial killer and rapist known as The pupil of Chikatilo. Mukhankin murdered at least nine victims in Rostov Oblast in 1995. Mukhankin was known as The pupil of Andrei Chikatilo. He would stab or suffocate his victims, some victims were tortured before death. He would dismember and sometimes burn the bodies of his victims. In 1995, Mukhankin was arrested and sentenced to death. His death sentence was later commuted to life imprisonment. Vladimir Mukhankin is currently serving his sentence at the Black Dolphin Prison in Orenburg Oblast, Russia. "
415,David Mulcahy,   Active for 2 years   (1985-1986) in United Kingdom," David Mulcahy a British rapist and serial killer who along with his accomplice, John Duffy, are known as the Railway rapist and the Railway Killers. Mulcahy and Duffy attacked numerous women and children at railway stations in the south of England between 1985 and 1986. Both are suspected of other sexual attacks, while Mulcahy is also suspected of attacks which took place after Duffy was in prison. In 2001, David Mulcah was sentenced to three life terms in prison. "
416,Herbert Mullin,   Active for 2 years   (1972-1973) in United States," Herbert Mullin (Herbert William Mullin) an American serial killer who killed thirteen people in California from 1972 to 1973. Despite detailed confessions, prosecutors decided not to try him for the first three crimes, instead focusing on crimes that conflicted with his insanity plea. Mullin's was convicted of two murders in the first degree and nine in the second, and sentenced to life imprisonment. "
417,Cleveland Torso Murderer,   Active for 5 years   (1934-1938) in United States," Cleveland Torso Murderer Unidentified serial killer also known as ""The Mad Butcher of Kingsbury Run"", who targeted drifters and derelicts, of whom only two were identified, between 1934 and 1938 in Cleveland, Ohio. "
418,Lovers Lane Murders,   Active for 1 year   (1977) in United States," Lovers Lane Murders an American serial killer who was active every 28 days for 3 months in 1977. From January to March of 1977 the Lover's Lane Murder sought out couples and then shot them. On January 16th 1977 he shot a couple in their car at Adams Park. On Febuary 12th 1977 he shot a couple in their locaked car through the window at West Manor Park. The couple survided but suffered mutiple chest wounds. On March 12th 1977 he shot at couple at Adams Park, the female victim died from her wounds, the male survived. In April of 1977 police were aware of the pattern and staked out multiple locations. The Lover's Lane Murders ended and is now a cold case. "
419,Seisaku Nakamura,   Active for 5 years   (1938-1942) in Japan," Seisaku Nakamura a Japanese teenage serial killer known as the Hamamatsu Deaf Killer and the Hamamatsu serial murder case. In 1924, Nakamura was born deaf in Shizuoka, Japan. He murdered eleven victims and attacked many others, among them his father, brother and nephew. He committed his first two murder at the age of fourteen and nine more before he turned eighteen. In 1942, Nakamura was arrested and confessed to eleven murders. He was tried as an adult and sentenced to death. In 1943, Seisaku Nakamura was executed by hanging at a prison in Japan. "
